,date,region,sales
874,2018-09-12,east,1740.0
875,2018-09-12,west,1533.0
876,2018-09-13,north,1653.0
877,2018-09-13,south,1560.0
878,2018-09-13,east,1677.0
879,2018-09-13,west,1539.0
880,2018-09-14,north,1713.0
881,2018-09-14,south,1554.0
882,2018-09-14,east,1743.0
883,2018-09-14,west,1701.0
884,2018-09-15,north,1587.0
885,2018-09-15,south,1512.0
886,2018-09-15,east,1698.0
887,2018-09-15,west,1746.0
888,2018-09-16,north,1554.0
889,2018-09-16,south,1554.0
890,2018-09-16,east,1782.0
891,2018-09-16,west,1782.0
892,2018-09-17,north,1764.0
893,2018-09-17,south,1620.0
894,2018-09-17,east,1545.0
895,2018-09-17,west,1722.0
896,2018-09-18,north,1503.0
897,2018-09-18,south,1530.0
898,2018-09-18,east,1737.0
899,2018-09-18,west,1692.0
900,2018-09-19,north,1542.0
901,2018-09-19,south,1758.0
902,2018-09-19,east,1779.0
903,2018-09-19,west,1593.0
904,2018-09-20,north,1686.0
905,2018-09-20,south,1749.0
906,2018-09-20,east,1662.0
907,2018-09-20,west,1569.0
908,2018-09-21,north,1590.0
909,2018-09-21,south,1665.0
910,2018-09-21,east,1716.0
911,2018-09-21,west,1704.0
912,2018-09-22,north,1632.0
913,2018-09-22,south,1581.0
914,2018-09-22,east,1758.0
915,2018-09-22,west,1641.0
916,2018-09-23,north,1731.0
917,2018-09-23,south,1677.0
918,2018-09-23,east,1728.0
919,2018-09-23,west,1755.0
920,2018-09-24,north,1611.0
921,2018-09-24,south,1593.0
922,2018-09-24,east,1797.0
923,2018-09-24,west,1560.0
924,2018-09-25,north,1530.0
925,2018-09-25,south,1770.0
926,2018-09-25,east,1611.0
927,2018-09-25,west,1701.0
928,2018-09-26,north,1617.0
929,2018-09-26,south,1515.0
930,2018-09-26,east,1713.0
931,2018-09-26,west,1500.0
932,2018-09-27,north,1632.0
933,2018-09-27,south,1713.0
934,2018-09-27,east,1743.0
935,2018-09-27,west,1587.0
936,2018-09-28,north,1749.0
937,2018-09-28,south,1533.0
938,2018-09-28,east,1653.0
939,2018-09-28,west,1512.0
940,2018-09-29,north,1518.0
941,2018-09-29,south,1623.0
942,2018-09-29,east,1701.0
943,2018-09-29,west,1596.0
944,2018-09-30,north,1746.0
945,2018-09-30,south,1536.0
946,2018-09-30,east,1659.0
947,2018-09-30,west,1524.0
948,2018-10-01,north,1782.0
949,2018-10-01,south,1632.0
950,2018-10-01,east,1755.0
951,2018-10-01,west,1650.0
952,2018-10-02,north,1680.0
953,2018-10-02,south,1701.0
954,2018-10-02,east,1800.0
955,2018-10-02,west,1740.0
956,2018-10-03,north,1563.0
957,2018-10-03,south,1788.0
958,2018-10-03,east,1536.0
959,2018-10-03,west,1764.0
960,2018-10-04,north,1512.0
961,2018-10-04,south,1560.0
962,2018-10-04,east,1626.0
963,2018-10-04,west,1797.0
964,2018-10-05,north,1779.0
965,2018-10-05,south,1683.0
966,2018-10-05,east,1713.0
967,2018-10-05,west,1794.0
968,2018-10-06,north,1584.0
969,2018-10-06,south,1647.0
970,2018-10-06,east,1596.0
971,2018-10-06,west,1515.0
972,2018-10-07,north,1533.0
973,2018-10-07,south,1608.0
974,2018-10-07,east,1794.0
975,2018-10-07,west,1578.0
976,2018-10-08,north,1701.0
977,2018-10-08,south,1617.0
978,2018-10-08,east,1779.0
979,2018-10-08,west,1785.0
980,2018-10-09,north,1680.0
981,2018-10-09,south,1590.0
982,2018-10-09,east,1551.0
983,2018-10-09,west,1587.0
984,2018-10-10,north,1749.0
985,2018-10-10,south,1701.0
986,2018-10-10,east,1599.0
987,2018-10-10,west,1506.0
988,2018-10-11,north,1596.0
989,2018-10-11,south,1800.0
990,2018-10-11,east,1749.0
991,2018-10-11,west,1674.0
992,2018-10-12,north,1782.0
993,2018-10-12,south,1647.0
994,2018-10-12,east,1542.0
995,2018-10-12,west,1656.0
996,2018-10-13,north,1581.0
997,2018-10-13,south,1713.0
998,2018-10-13,east,1722.0
999,2018-10-13,west,1686.0
1000,2018-10-14,north,1728.0
1001,2018-10-14,south,1755.0
1002,2018-10-14,east,1503.0
1003,2018-10-14,west,1602.0
1004,2018-10-15,north,1605.0
1005,2018-10-15,south,1719.0
1006,2018-10-15,east,1548.0
1007,2018-10-15,west,1626.0
1008,2018-10-16,north,1551.0
1009,2018-10-16,south,1662.0
1010,2018-10-16,east,1650.0
1011,2018-10-16,west,1788.0
1012,2018-10-17,north,1536.0
1013,2018-10-17,south,1551.0
1014,2018-10-17,east,1656.0
1015,2018-10-17,west,1644.0
1016,2018-10-18,north,1692.0
1017,2018-10-18,south,1518.0
1018,2018-10-18,east,1509.0
1019,2018-10-18,west,1674.0
1020,2018-10-19,north,1521.0
1021,2018-10-19,south,1632.0
1022,2018-10-19,east,1794.0
1023,2018-10-19,west,1689.0
1024,2018-10-20,north,1692.0
1025,2018-10-20,south,1662.0
1026,2018-10-20,east,1776.0
1027,2018-10-20,west,1710.0
1028,2018-10-21,north,1569.0
1029,2018-10-21,south,1704.0
1030,2018-10-21,east,1767.0
1031,2018-10-21,west,1767.0
1032,2018-10-22,north,1542.0
1033,2018-10-22,south,1707.0
1034,2018-10-22,east,1578.0
1035,2018-10-22,west,1521.0
1036,2018-10-23,north,1764.0
1037,2018-10-23,south,1683.0
1038,2018-10-23,east,1602.0
1039,2018-10-23,west,1755.0
1040,2018-10-24,north,1650.0
1041,2018-10-24,south,1629.0
1042,2018-10-24,east,1692.0
1043,2018-10-24,west,1542.0
1044,2018-10-25,north,1629.0
1045,2018-10-25,south,1587.0
1046,2018-10-25,east,1635.0
1047,2018-10-25,west,1653.0
1048,2018-10-26,north,1596.0
1049,2018-10-26,south,1524.0
1050,2018-10-26,east,1545.0
1051,2018-10-26,west,1707.0
1052,2018-10-27,north,1509.0
1053,2018-10-27,south,1509.0
1054,2018-10-27,east,1686.0
1055,2018-10-27,west,1785.0
1056,2018-10-28,north,1635.0
1057,2018-10-28,south,1752.0
1058,2018-10-28,east,1785.0
1059,2018-10-28,west,1755.0
1060,2018-10-29,north,1707.0
1061,2018-10-29,south,1701.0
1062,2018-10-29,east,1599.0
1063,2018-10-29,west,1782.0
1064,2018-10-30,north,1677.0
1065,2018-10-30,south,1719.0
1066,2018-10-30,east,1530.0
1067,2018-10-30,west,1776.0
1068,2018-10-31,north,1674.0
1069,2018-10-31,south,1641.0
1070,2018-10-31,east,1596.0
1071,2018-10-31,west,1506.0
1072,2018-11-01,north,1692.0
1073,2018-11-01,south,1623.0
1074,2018-11-01,east,1593.0
1075,2018-11-01,west,1551.0
1076,2018-11-02,north,1728.0
1077,2018-11-02,south,1608.0
1078,2018-11-02,east,1530.0
1079,2018-11-02,west,1791.0
1080,2018-11-03,north,1704.0
1081,2018-11-03,south,1653.0
1082,2018-11-03,east,1548.0
1083,2018-11-03,west,1626.0
1084,2018-11-04,north,1695.0
1085,2018-11-04,south,1590.0
1086,2018-11-04,east,1530.0
1087,2018-11-04,west,1644.0
1088,2018-11-05,north,1611.0
1089,2018-11-05,south,1617.0
1090,2018-11-05,east,1776.0
1091,2018-11-05,west,1641.0
1092,2018-11-06,north,1740.0
1093,2018-11-06,south,1590.0
1094,2018-11-06,east,1773.0
1095,2018-11-06,west,1641.0
1096,2018-11-07,north,1527.0
1097,2018-11-07,south,1755.0
1098,2018-11-07,east,1650.0
1099,2018-11-07,west,1593.0
1100,2018-11-08,north,1548.0
1101,2018-11-08,south,1623.0
1102,2018-11-08,east,1500.0
1103,2018-11-08,west,1569.0
1104,2018-11-09,north,1647.0
1105,2018-11-09,south,1662.0
1106,2018-11-09,east,1710.0
1107,2018-11-09,west,1719.0
1108,2018-11-10,north,1590.0
1109,2018-11-10,south,1539.0
1110,2018-11-10,east,1566.0
1111,2018-11-10,west,1770.0
1112,2018-11-11,north,1722.0
1113,2018-11-11,south,1524.0
1114,2018-11-11,east,1641.0
1115,2018-11-11,west,1662.0
1116,2018-11-12,north,1716.0
1117,2018-11-12,south,1611.0
1118,2018-11-12,east,1569.0
1119,2018-11-12,west,1797.0
1120,2018-11-13,north,1698.0
1121,2018-11-13,south,1581.0
1122,2018-11-13,east,1776.0
1123,2018-11-13,west,1644.0
1124,2018-11-14,north,1563.0
1125,2018-11-14,south,1707.0
1126,2018-11-14,east,1533.0
1127,2018-11-14,west,1572.0
1128,2018-11-15,north,1623.0
1129,2018-11-15,south,1698.0
1130,2018-11-15,east,1521.0
1131,2018-11-15,west,1707.0
1132,2018-11-16,north,1587.0
1133,2018-11-16,south,1776.0
1134,2018-11-16,east,1662.0
1135,2018-11-16,west,1578.0
1136,2018-11-17,north,1554.0
1137,2018-11-17,south,1515.0
1138,2018-11-17,east,1602.0
1139,2018-11-17,west,1557.0
1140,2018-11-18,north,1521.0
1141,2018-11-18,south,1740.0
1142,2018-11-18,east,1617.0
1143,2018-11-18,west,1647.0
1144,2018-11-19,north,1551.0
1145,2018-11-19,south,1500.0
1146,2018-11-19,east,1725.0
1147,2018-11-19,west,1563.0
1148,2018-11-20,north,1791.0
1149,2018-11-20,south,1578.0
1150,2018-11-20,east,1632.0
1151,2018-11-20,west,1674.0
1152,2018-11-21,north,1617.0
1153,2018-11-21,south,1509.0
1154,2018-11-21,east,1644.0
1155,2018-11-21,west,1542.0
1156,2018-11-22,north,1650.0
1157,2018-11-22,south,1758.0
1158,2018-11-22,east,1710.0
1159,2018-11-22,west,1737.0
1160,2018-11-23,north,1779.0
1161,2018-11-23,south,1743.0
1162,2018-11-23,east,1560.0
1163,2018-11-23,west,1719.0
1164,2018-11-24,north,1689.0
1165,2018-11-24,south,1605.0
1166,2018-11-24,east,1683.0
1167,2018-11-24,west,1518.0
1168,2018-11-25,north,1665.0
1169,2018-11-25,south,1671.0
1170,2018-11-25,east,1704.0
1171,2018-11-25,west,1731.0
1172,2018-11-26,north,1653.0
1173,2018-11-26,south,1542.0
1174,2018-11-26,east,1659.0
1175,2018-11-26,west,1650.0
1176,2018-11-27,north,1773.0
1177,2018-11-27,south,1647.0
1178,2018-11-27,east,1725.0
1179,2018-11-27,west,1644.0
1180,2018-11-28,north,1767.0
1181,2018-11-28,south,1728.0
1182,2018-11-28,east,1719.0
1183,2018-11-28,west,1677.0
1184,2018-11-29,north,1686.0
1185,2018-11-29,south,1527.0
1186,2018-11-29,east,1689.0
1187,2018-11-29,west,1686.0
1188,2018-11-30,north,1641.0
1189,2018-11-30,south,1665.0
1190,2018-11-30,east,1755.0
1191,2018-11-30,west,1551.0
1192,2018-12-01,north,1665.0
1193,2018-12-01,south,1527.0
1194,2018-12-01,east,1536.0
1195,2018-12-01,west,1656.0
1196,2018-12-02,north,1563.0
1197,2018-12-02,south,1554.0
1198,2018-12-02,east,1602.0
1199,2018-12-02,west,1737.0
1200,2018-12-03,north,1506.0
1201,2018-12-03,south,1755.0
1202,2018-12-03,east,1572.0
1203,2018-12-03,west,1608.0
1204,2018-12-04,north,1722.0
1205,2018-12-04,south,1788.0
1206,2018-12-04,east,1788.0
1207,2018-12-04,west,1587.0
1208,2018-12-05,north,1677.0
1209,2018-12-05,south,1725.0
1210,2018-12-05,east,1731.0
1211,2018-12-05,west,1518.0
1212,2018-12-06,north,1737.0
1213,2018-12-06,south,1797.0
1214,2018-12-06,east,1662.0
1215,2018-12-06,west,1662.0
1216,2018-12-07,north,1716.0
1217,2018-12-07,south,1596.0
1218,2018-12-07,east,1653.0
1219,2018-12-07,west,1635.0
1220,2018-12-08,north,1782.0
1221,2018-12-08,south,1773.0
1222,2018-12-08,east,1755.0
1223,2018-12-08,west,1719.0
1224,2018-12-09,north,1737.0
1225,2018-12-09,south,1548.0
1226,2018-12-09,east,1665.0
1227,2018-12-09,west,1659.0
1228,2018-12-10,north,1659.0
1229,2018-12-10,south,1575.0
1230,2018-12-10,east,1509.0
1231,2018-12-10,west,1767.0
1232,2018-12-11,north,1509.0
1233,2018-12-11,south,1527.0
1234,2018-12-11,east,1575.0
1235,2018-12-11,west,1620.0
1236,2018-12-12,north,1623.0
1237,2018-12-12,south,1623.0
1238,2018-12-12,east,1773.0
1239,2018-12-12,west,1743.0
1240,2018-12-13,north,1719.0
1241,2018-12-13,south,1782.0
1242,2018-12-13,east,1713.0
1243,2018-12-13,west,1593.0
1244,2018-12-14,north,1716.0
1245,2018-12-14,south,1686.0
1246,2018-12-14,east,1569.0
1247,2018-12-14,west,1704.0
1248,2018-12-15,north,1554.0
1249,2018-12-15,south,1545.0
1250,2018-12-15,east,1587.0
1251,2018-12-15,west,1800.0
1252,2018-12-16,north,1635.0
1253,2018-12-16,south,1620.0
1254,2018-12-16,east,1800.0
1255,2018-12-16,west,1641.0
1256,2018-12-17,north,1635.0
1257,2018-12-17,south,1527.0
1258,2018-12-17,east,1626.0
1259,2018-12-17,west,1716.0
1260,2018-12-18,north,1755.0
1261,2018-12-18,south,1755.0
1262,2018-12-18,east,1605.0
1263,2018-12-18,west,1779.0
1264,2018-12-19,north,1566.0
1265,2018-12-19,south,1566.0
1266,2018-12-19,east,1797.0
1267,2018-12-19,west,1770.0
1268,2018-12-20,north,1731.0
1269,2018-12-20,south,1551.0
1270,2018-12-20,east,1767.0
1271,2018-12-20,west,1626.0
1272,2018-12-21,north,1659.0
1273,2018-12-21,south,1710.0
1274,2018-12-21,east,1542.0
1275,2018-12-21,west,1569.0
1276,2018-12-22,north,1776.0
1277,2018-12-22,south,1578.0
1278,2018-12-22,east,1668.0
1279,2018-12-22,west,1527.0
1280,2018-12-23,north,1770.0
1281,2018-12-23,south,1623.0
1282,2018-12-23,east,1710.0
1283,2018-12-23,west,1731.0
1284,2018-12-24,north,1740.0
1285,2018-12-24,south,1632.0
1286,2018-12-24,east,1719.0
1287,2018-12-24,west,1500.0
1288,2018-12-25,north,1512.0
1289,2018-12-25,south,1605.0
1290,2018-12-25,east,1623.0
1291,2018-12-25,west,1533.0
1292,2018-12-26,north,1683.0
1293,2018-12-26,south,1734.0
1294,2018-12-26,east,1545.0
1295,2018-12-26,west,1587.0
1296,2018-12-27,north,1578.0
1297,2018-12-27,south,1650.0
1298,2018-12-27,east,1632.0
1299,2018-12-27,west,1713.0
1300,2018-12-28,north,1650.0
1301,2018-12-28,south,1794.0
1302,2018-12-28,east,1764.0
1303,2018-12-28,west,1797.0
1304,2018-12-29,north,1626.0
1305,2018-12-29,south,1794.0
1306,2018-12-29,east,1695.0
1307,2018-12-29,west,1740.0
1308,2018-12-30,north,1758.0
1309,2018-12-30,south,1785.0
1310,2018-12-30,east,1599.0
1311,2018-12-30,west,1689.0
1312,2018-12-31,north,1527.0
1313,2018-12-31,south,1710.0
1314,2018-12-31,east,1590.0
1315,2018-12-31,west,1653.0
1316,2019-01-01,north,1518.0
1317,2019-01-01,south,1632.0
1318,2019-01-01,east,1755.0
1319,2019-01-01,west,1551.0
1320,2019-01-02,north,1767.0
1321,2019-01-02,south,1605.0
1322,2019-01-02,east,1692.0
1323,2019-01-02,west,1794.0
1324,2019-01-03,north,1695.0
1325,2019-01-03,south,1737.0
1326,2019-01-03,east,1575.0
1327,2019-01-03,west,1509.0
1328,2019-01-04,north,1590.0
1329,2019-01-04,south,1500.0
1330,2019-01-04,east,1590.0
1331,2019-01-04,west,1638.0
1332,2019-01-05,north,1761.0
1333,2019-01-05,south,1590.0
1334,2019-01-05,east,1725.0
1335,2019-01-05,west,1551.0
1336,2019-01-06,north,1644.0
1337,2019-01-06,south,1779.0
1338,2019-01-06,east,1794.0
1339,2019-01-06,west,1638.0
1340,2019-01-07,north,1644.0
1341,2019-01-07,south,1647.0
1342,2019-01-07,east,1692.0
1343,2019-01-07,west,1623.0
1344,2019-01-08,north,1722.0
1345,2019-01-08,south,1551.0
1346,2019-01-08,east,1731.0
1347,2019-01-08,west,1701.0
1348,2019-01-09,north,1500.0
1349,2019-01-09,south,1764.0
1350,2019-01-09,east,1764.0
1351,2019-01-09,west,1635.0
1352,2019-01-10,north,1767.0
1353,2019-01-10,south,1551.0
1354,2019-01-10,east,1512.0
1355,2019-01-10,west,1686.0
1356,2019-01-11,north,1662.0
1357,2019-01-11,south,1512.0
1358,2019-01-11,east,1608.0
1359,2019-01-11,west,1611.0
1360,2019-01-12,north,1566.0
1361,2019-01-12,south,1773.0
1362,2019-01-12,east,1707.0
1363,2019-01-12,west,1752.0
1364,2019-01-13,north,1551.0
1365,2019-01-13,south,1503.0
1366,2019-01-13,east,1536.0
1367,2019-01-13,west,1728.0
1368,2019-01-14,north,1692.0
1369,2019-01-14,south,1521.0
1370,2019-01-14,east,1698.0
1371,2019-01-14,west,1791.0
1372,2019-01-15,north,1605.0
1373,2019-01-15,south,1761.0
1374,2019-01-15,east,1617.0
1375,2019-01-15,west,1503.0
1376,2019-01-16,north,1548.0
1377,2019-01-16,south,1734.0
1378,2019-01-16,east,1506.0
1379,2019-01-16,west,1533.0
1380,2019-01-17,north,1590.0
1381,2019-01-17,south,1707.0
1382,2019-01-17,east,1509.0
1383,2019-01-17,west,1653.0
1384,2019-01-18,north,1572.0
1385,2019-01-18,south,1563.0
1386,2019-01-18,east,1635.0
1387,2019-01-18,west,1734.0
1388,2019-01-19,north,1587.0
1389,2019-01-19,south,1506.0
1390,2019-01-19,east,1689.0
1391,2019-01-19,west,1701.0
1392,2019-01-20,north,1707.0
1393,2019-01-20,south,1557.0
1394,2019-01-20,east,1722.0
1395,2019-01-20,west,1629.0
1396,2019-01-21,north,1611.0
1397,2019-01-21,south,1515.0
1398,2019-01-21,east,1614.0
1399,2019-01-21,west,1593.0
1400,2019-01-22,north,1719.0
1401,2019-01-22,south,1506.0
1402,2019-01-22,east,1794.0
1403,2019-01-22,west,1731.0
1404,2019-01-23,north,1662.0
1405,2019-01-23,south,1728.0
1406,2019-01-23,east,1563.0
1407,2019-01-23,west,1662.0
1408,2019-01-24,north,1647.0
1409,2019-01-24,south,1638.0
1410,2019-01-24,east,1557.0
1411,2019-01-24,west,1518.0
1412,2019-01-25,north,1560.0
1413,2019-01-25,south,1656.0
1414,2019-01-25,east,1707.0
1415,2019-01-25,west,1767.0
1416,2019-01-26,north,1671.0
1417,2019-01-26,south,1686.0
1418,2019-01-26,east,1653.0
1419,2019-01-26,west,1647.0
1420,2019-01-27,north,1524.0
1421,2019-01-27,south,1503.0
1422,2019-01-27,east,1533.0
1423,2019-01-27,west,1785.0
1424,2019-01-28,north,1731.0
1425,2019-01-28,south,1782.0
1426,2019-01-28,east,1560.0
1427,2019-01-28,west,1782.0
1428,2019-01-29,north,1500.0
1429,2019-01-29,south,1728.0
1430,2019-01-29,east,1605.0
1431,2019-01-29,west,1614.0
1432,2019-01-30,north,1782.0
1433,2019-01-30,south,1638.0
1434,2019-01-30,east,1797.0
1435,2019-01-30,west,1641.0
1436,2019-01-31,north,1650.0
1437,2019-01-31,south,1536.0
1438,2019-01-31,east,1599.0
1439,2019-01-31,west,1740.0
1440,2019-02-01,north,1749.0
1441,2019-02-01,south,1581.0
1442,2019-02-01,east,1662.0
1443,2019-02-01,west,1509.0
1444,2019-02-02,north,1596.0
1445,2019-02-02,south,1638.0
1446,2019-02-02,east,1746.0
1447,2019-02-02,west,1611.0
1448,2019-02-03,north,1602.0
1449,2019-02-03,south,1722.0
1450,2019-02-03,east,1734.0
1451,2019-02-03,west,1749.0
1452,2019-02-04,north,1548.0
1453,2019-02-04,south,1647.0
1454,2019-02-04,east,1560.0
1455,2019-02-04,west,1542.0
1456,2019-02-05,north,1617.0
1457,2019-02-05,south,1659.0
1458,2019-02-05,east,1674.0
1459,2019-02-05,west,1524.0
1460,2019-02-06,north,1551.0
1461,2019-02-06,south,1722.0
1462,2019-02-06,east,1563.0
1463,2019-02-06,west,1692.0
1464,2019-02-07,north,1734.0
1465,2019-02-07,south,1584.0
1466,2019-02-07,east,1662.0
1467,2019-02-07,west,1545.0
1468,2019-02-08,north,1662.0
1469,2019-02-08,south,1614.0
1470,2019-02-08,east,1719.0
1471,2019-02-08,west,1788.0
1472,2019-02-09,north,1779.0
1473,2019-02-09,south,1665.0
1474,2019-02-09,east,1605.0
1475,2019-02-09,west,1641.0
1476,2019-02-10,north,1725.0
1477,2019-02-10,south,1611.0
1478,2019-02-10,east,1560.0
1479,2019-02-10,west,1575.0
1480,2019-02-11,north,1563.0
1481,2019-02-11,south,1773.0
1482,2019-02-11,east,1536.0
1483,2019-02-11,west,1551.0
1484,2019-02-12,north,1572.0
1485,2019-02-12,south,1608.0
1486,2019-02-12,east,1752.0
1487,2019-02-12,west,1734.0
1488,2019-02-13,north,1686.0
1489,2019-02-13,south,1782.0
1490,2019-02-13,east,1500.0
1491,2019-02-13,west,1731.0
1492,2019-02-14,north,1725.0
1493,2019-02-14,south,1578.0
1494,2019-02-14,east,1560.0
1495,2019-02-14,west,1644.0
1496,2019-02-15,north,1566.0
1497,2019-02-15,south,1584.0
1498,2019-02-15,east,1695.0
1499,2019-02-15,west,1734.0
1500,2019-02-16,north,1794.0
1501,2019-02-16,south,1731.0
1502,2019-02-16,east,1674.0
1503,2019-02-16,west,1599.0
1504,2019-02-17,north,1512.0
1505,2019-02-17,south,1653.0
1506,2019-02-17,east,1722.0
1507,2019-02-17,west,1641.0
1508,2019-02-18,north,1695.0
1509,2019-02-18,south,1749.0
1510,2019-02-18,east,1728.0
1511,2019-02-18,west,1764.0
1512,2019-02-19,north,1716.0
1513,2019-02-19,south,1599.0
1514,2019-02-19,east,1596.0
1515,2019-02-19,west,1644.0
1516,2019-02-20,north,1740.0
1517,2019-02-20,south,1641.0
1518,2019-02-20,east,1566.0
1519,2019-02-20,west,1656.0
1520,2019-02-21,north,1599.0
1521,2019-02-21,south,1725.0
1522,2019-02-21,east,1731.0
1523,2019-02-21,west,1719.0
1524,2019-02-22,north,1770.0
1525,2019-02-22,south,1794.0
1526,2019-02-22,east,1725.0
1527,2019-02-22,west,1713.0
1528,2019-02-23,north,1599.0
1529,2019-02-23,south,1743.0
1530,2019-02-23,east,1518.0
1531,2019-02-23,west,1614.0
1532,2019-02-24,north,1692.0
1533,2019-02-24,south,1755.0
1534,2019-02-24,east,1653.0
1535,2019-02-24,west,1524.0
1536,2019-02-25,north,1635.0
1537,2019-02-25,south,1734.0
1538,2019-02-25,east,1713.0
1539,2019-02-25,west,1578.0
1540,2019-02-26,north,1566.0
1541,2019-02-26,south,1653.0
1542,2019-02-26,east,1506.0
1543,2019-02-26,west,1656.0
1544,2019-02-27,north,1593.0
1545,2019-02-27,south,1545.0
1546,2019-02-27,east,1734.0
1547,2019-02-27,west,1635.0
1548,2019-02-28,north,1710.0
1549,2019-02-28,south,1569.0
1550,2019-02-28,east,1731.0
1551,2019-02-28,west,1599.0
1552,2019-03-01,north,1593.0
1553,2019-03-01,south,1707.0
1554,2019-03-01,east,1638.0
1555,2019-03-01,west,1539.0
1556,2019-03-02,north,1782.0
1557,2019-03-02,south,1794.0
1558,2019-03-02,east,1608.0
1559,2019-03-02,west,1689.0
1560,2019-03-03,north,1698.0
1561,2019-03-03,south,1518.0
1562,2019-03-03,east,1593.0
1563,2019-03-03,west,1611.0
1564,2019-03-04,north,1587.0
1565,2019-03-04,south,1686.0
1566,2019-03-04,east,1518.0
1567,2019-03-04,west,1632.0
1568,2019-03-05,north,1566.0
1569,2019-03-05,south,1569.0
1570,2019-03-05,east,1743.0
1571,2019-03-05,west,1557.0
1572,2019-03-06,north,1746.0
1573,2019-03-06,south,1662.0
1574,2019-03-06,east,1674.0
1575,2019-03-06,west,1608.0
1576,2019-03-07,north,1551.0
1577,2019-03-07,south,1581.0
1578,2019-03-07,east,1560.0
1579,2019-03-07,west,1674.0
1580,2019-03-08,north,1521.0
1581,2019-03-08,south,1782.0
1582,2019-03-08,east,1617.0
1583,2019-03-08,west,1797.0
1584,2019-03-09,north,1533.0
1585,2019-03-09,south,1749.0
1586,2019-03-09,east,1656.0
1587,2019-03-09,west,1644.0
1588,2019-03-10,north,1545.0
1589,2019-03-10,south,1776.0
1590,2019-03-10,east,1650.0
1591,2019-03-10,west,1737.0
1592,2019-03-11,north,1659.0
1593,2019-03-11,south,1722.0
1594,2019-03-11,east,1689.0
1595,2019-03-11,west,1692.0
1596,2019-03-12,north,1518.0
1597,2019-03-12,south,1581.0
1598,2019-03-12,east,1626.0
1599,2019-03-12,west,1668.0
1600,2019-03-13,north,1524.0
1601,2019-03-13,south,1797.0
1602,2019-03-13,east,1542.0
1603,2019-03-13,west,1653.0
1604,2019-03-14,north,1677.0
1605,2019-03-14,south,1524.0
1606,2019-03-14,east,1692.0
1607,2019-03-14,west,1704.0
1608,2019-03-15,north,1647.0
1609,2019-03-15,south,1671.0
1610,2019-03-15,east,1563.0
1611,2019-03-15,west,1650.0
1612,2019-03-16,north,1563.0
1613,2019-03-16,south,1680.0
1614,2019-03-16,east,1728.0
1615,2019-03-16,west,1680.0
1616,2019-03-17,north,1683.0
1617,2019-03-17,south,1638.0
1618,2019-03-17,east,1545.0
1619,2019-03-17,west,1671.0
1620,2019-03-18,north,1701.0
1621,2019-03-18,south,1515.0
1622,2019-03-18,east,1764.0
1623,2019-03-18,west,1668.0
1624,2019-03-19,north,1677.0
1625,2019-03-19,south,1752.0
1626,2019-03-19,east,1635.0
1627,2019-03-19,west,1605.0
1628,2019-03-20,north,1635.0
1629,2019-03-20,south,1596.0
1630,2019-03-20,east,1608.0
1631,2019-03-20,west,1779.0
1632,2019-03-21,north,1776.0
1633,2019-03-21,south,1635.0
1634,2019-03-21,east,1791.0
1635,2019-03-21,west,1779.0
1636,2019-03-22,north,1746.0
1637,2019-03-22,south,1545.0
1638,2019-03-22,east,1767.0
1639,2019-03-22,west,1731.0
1640,2019-03-23,north,1734.0
1641,2019-03-23,south,1509.0
1642,2019-03-23,east,1686.0
1643,2019-03-23,west,1797.0
1644,2019-03-24,north,1566.0
1645,2019-03-24,south,1557.0
1646,2019-03-24,east,1797.0
1647,2019-03-24,west,1755.0
1648,2019-03-25,north,1650.0
1649,2019-03-25,south,1500.0
1650,2019-03-25,east,1554.0
1651,2019-03-25,west,1734.0
1652,2019-03-26,north,1701.0
1653,2019-03-26,south,1782.0
1654,2019-03-26,east,1797.0
1655,2019-03-26,west,1557.0
1656,2019-03-27,north,1668.0
1657,2019-03-27,south,1575.0
1658,2019-03-27,east,1608.0
1659,2019-03-27,west,1527.0
1660,2019-03-28,north,1518.0
1661,2019-03-28,south,1509.0
1662,2019-03-28,east,1767.0
1663,2019-03-28,west,1557.0
1664,2019-03-29,north,1605.0
1665,2019-03-29,south,1686.0
1666,2019-03-29,east,1656.0
1667,2019-03-29,west,1653.0
1668,2019-03-30,north,1722.0
1669,2019-03-30,south,1593.0
1670,2019-03-30,east,1557.0
1671,2019-03-30,west,1710.0
1672,2019-03-31,north,1785.0
1673,2019-03-31,south,1710.0
1674,2019-03-31,east,1653.0
1675,2019-03-31,west,1572.0
1676,2019-04-01,north,1512.0
1677,2019-04-01,south,1794.0
1678,2019-04-01,east,1569.0
1679,2019-04-01,west,1608.0
1680,2019-04-02,north,1623.0
1681,2019-04-02,south,1791.0
1682,2019-04-02,east,1785.0
1683,2019-04-02,west,1629.0
1684,2019-04-03,north,1539.0
1685,2019-04-03,south,1626.0
1686,2019-04-03,east,1695.0
1687,2019-04-03,west,1518.0
1688,2019-04-04,north,1530.0
1689,2019-04-04,south,1683.0
1690,2019-04-04,east,1662.0
1691,2019-04-04,west,1632.0
1692,2019-04-05,north,1614.0
1693,2019-04-05,south,1605.0
1694,2019-04-05,east,1662.0
1695,2019-04-05,west,1713.0
1696,2019-04-06,north,1749.0
1697,2019-04-06,south,1713.0
1698,2019-04-06,east,1716.0
1699,2019-04-06,west,1557.0
1700,2019-04-07,north,1605.0
1701,2019-04-07,south,1635.0
1702,2019-04-07,east,1518.0
1703,2019-04-07,west,1632.0
